Не{не=PART=} строй{строй=S,муж,неод=вин,ед|строй=S,муж,неод=им,ед|строить=V,несов,пе=ед,пов,2-л} церкви{церковь=S,жен,неод=пр,ед|церковь=S,жен,неод=вин,мн|церковь=S,жен,неод=дат,ед|церковь=S,жен,неод=род,ед|церковь=S,жен,неод=им,мн},	пристрой{пристраивать=V,пе=ед,пов,2-л,сов} сироту{сирота=S,мж,од=вин,ед}
Со{со=PR=} свиным{свиной=A=дат,мн,полн|свиной=A=твор,ед,полн,муж|свиной=A=твор,ед,полн,сред}-то{то=SPRO,ед,сред,неод=вин|то=SPRO,ед,сред,неод=им|то=CONJ=|то=PART=|тот=APRO=вин,ед,сред|тот=APRO=им,ед,сред} рылом{рыло=S,сред,неод=твор,ед}, да{да=CONJ=|да=PART=|да=ADV,прдк=}	в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} калашный{калашный=A,полн=вин,ед,муж,неод|калашный=A,полн=им,ед,муж} ряд{ряд=S,муж,неод=вин,ед|ряд=S,муж,неод=им,ед}
Не{не=PART=} по{по=PR=} достатку{достаток=S,муж,неод=дат,ед} еда{еда=S,ед,жен,неод=им} —	 тоже{тоже=PART=|тоже=ADV=|тоже=CONJ=} беда{беда=S,жен,неод=им,ед|беда=ADV,прдк=}
Куда{куда=ADVPRO=|куда=S,гео,ед,жен,неод=им} ни{ни=PART=|ни=CONJ=} кинь{кинуть=V,сов,пе=ед,пов,2-л} —	всё{весь=APRO=им,мн|весь=APRO=вин,ед,сред|весь=APRO=им,ед,сред|весь=APRO=вин,мн,неод|все=ADV=|все=SPRO,мн=вин|все=SPRO,мн=им|все=PART=|все=SPRO,ед,сред,неод=вин|все=SPRO,ед,сред,неод=им} клин{клин=S,муж,неод=вин,ед|клин=S,муж,неод=им,ед|клин=S,гео,муж,неод=вин,ед|клин=S,гео,муж,неод=им,ед}
Не{не=PART=} откладывай{откладывать=V,пе=ед,пов,2-л,несов} на{на=PR=|на=PART=} завтра{завтра=ADV=|завтра=S,сред,неод=пр,мн|завтра=S,сред,неод=пр,ед|завтра=S,сред,неод=вин,мн|завтра=S,сред,неод=вин,ед|завтра=S,сред,неод=дат,мн|завтра=S,сред,неод=дат,ед|завтра=S,сред,неод=род,мн|завтра=S,сред,неод=род,ед|завтра=S,сред,неод=твор,мн|завтра=S,сред,неод=твор,ед|завтра=S,сред,неод=им,мн|завтра=S,сред,неод=им,ед} то{то=SPRO,ед,сред,неод=вин|то=SPRO,ед,сред,неод=им|то=CONJ=|то=PART=|тот=APRO=вин,ед,сред|тот=APRO=им,ед,сред}, что{что=CONJ=|что=SPRO,ед,сред,неод=вин|что=SPRO,ед,сред,неод=им|что=ADVPRO=}	 можешь{мочь=V,несов,нп=непрош,ед,изъяв,2-л} сделать{сделать=V,сов,пе=инф} сегодня{сегодня=ADV=|сегодня=S,сред,неод=пр,мн|сегодня=S,сред,неод=пр,ед|сегодня=S,сред,неод=вин,мн|сегодня=S,сред,неод=вин,ед|сегодня=S,сред,неод=дат,мн|сегодня=S,сред,неод=дат,ед|сегодня=S,сред,неод=род,мн|сегодня=S,сред,неод=род,ед|сегодня=S,сред,неод=твор,мн|сегодня=S,сред,неод=твор,ед|сегодня=S,сред,неод=им,мн|сегодня=S,сред,неод=им,ед}
Кто{кто=SPRO,ед,муж,од=им} рано{рано=ADV=|рано=ADV,прдк=} встаёт{вставать=V,нп=непрош,ед,изъяв,3-л,несов}, тому{то=SPRO,ед,сред,неод=дат|тот=APRO=дат,ед,муж|тот=APRO=дат,ед,сред|тома=S,имя,жен,од=вин,ед|том=S,муж,неод=дат,ед|том=S,имя,муж,од=дат,ед}	 Бог{бог=S,муж,од=им,ед} даёт{давать=V,пе=непрош,ед,изъяв,3-л,несов}
Не{не=PART=} окрикнув{окрикивать=V,пе=прош,деепр,сов} лошади{лошадь=S,жен,од=пр,ед|лошадь=S,жен,од=дат,ед|лошадь=S,жен,од=род,ед|лошадь=S,жен,од=им,мн},	в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} стойло{стойло=S,сред,неод=вин,ед|стойло=S,сред,неод=им,ед} не{не=PART=} лезь{лезть=V,несов,нп=ед,пов,2-л}
Что{что=CONJ=|что=SPRO,ед,сред,неод=вин|что=SPRO,ед,сред,неод=им|что=ADVPRO=} посеешь{посеять=V,сов,пе=непрош,ед,изъяв,2-л}, то{то=SPRO,ед,сред,неод=вин|то=SPRO,ед,сред,неод=им|то=CONJ=|то=PART=|тот=APRO=вин,ед,сред|тот=APRO=им,ед,сред} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=}	пожнешь{пожинать=V,пе=непрош,ед,изъяв,2-л,сов}
Сытого{сытый=A=вин,ед,полн,муж,од|сытый=A=род,ед,полн,муж|сытый=A=род,ед,полн,сред} потчевать{потчевать=V,несов,пе=инф}	не{не=PART=} накладно{накладно=ADV,прдк=|накладно=ADV=|накладный=A=ед,кр,сред}
Кто{кто=SPRO,ед,муж,од=им} не{не=PART=} успел{успевать=V,нп=прош,ед,изъяв,муж,сов}, тот{тот=APRO=вин,ед,муж,неод|тот=APRO=им,ед,муж}	опоздал{опаздывать=V,нп=прош,ед,изъяв,муж,сов}
Не{не=PART=} любо{любо=ADV,прдк=|люб=A,кр=ед,сред} — не{не=PART=} слушай{слушать=V,несов,пе=ед,пов,2-л}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	врать{врать=V,несов,пе=инф} не{не=PART=} мешай{мешать=V,несов,нп=ед,пов,2-л|мешать=V,несов,пе=ед,пов,2-л}
Кто{кто=SPRO,ед,муж,од=им} много{много=ADV,прдк=|много=COM=|многий=APRO=ед,кр,сред|много=ADV=} знает{знать=V,несов,пе=непрош,ед,изъяв,3-л}, тот{тот=APRO=вин,ед,муж,неод|тот=APRO=им,ед,муж}	мало{мало=ADV=|мало=ADV,прдк=|малый=A=ед,кр,сред|маленький=A=ед,кр,сред|мало=NUM=} верит{верить=V,несов,нп=непрош,ед,изъяв,3-л}
Не{не=PART=} красна{красный=A=им,ед,кр,жен} изба{изба=S,жен,неод=им,ед} углами{угол=S,муж,неод=твор,мн} —	красна{красный=A=им,ед,кр,жен} пирогами{пирог=S,муж,неод=твор,мн|пирога=S,жен,неод=твор,мн}
Кто{кто=SPRO,ед,муж,од=им} про{про=PR=} что{что=CONJ=|что=SPRO,ед,сред,неод=вин|что=SPRO,ед,сред,неод=им|что=ADVPRO=}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	вшивый{вшивый=A=вин,ед,полн,муж,неод|вшивый=A=им,ед,полн,муж} про{про=PR=} баню{баня=S,жен,неод=вин,ед|бань=S,муж,неод=дат,ед|банить=V,несов,пе=непрош,ед,изъяв,1-л}
Не{не=PART=} за{за=PR=} то{то=SPRO,ед,сред,неод=вин|то=SPRO,ед,сред,неод=им|то=CONJ=|то=PART=|тот=APRO=вин,ед,сред|тот=APRO=им,ед,сред} волка{волк=S,муж,од=вин,ед|волк=S,муж,од=род,ед|волк=S,муж,неод=род,ед} бьют{бить=V,несов,пе=непрош,мн,изъяв,3-л}, что{что=CONJ=|что=SPRO,ед,сред,неод=вин|что=SPRO,ед,сред,неод=им|что=ADVPRO=} сер{серый=A=ед,кр,муж|сера=S,жен,неод=род,мн}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед} за{за=PR=} то{то=SPRO,ед,сред,неод=вин|то=SPRO,ед,сред,неод=им|то=CONJ=|то=PART=|тот=APRO=вин,ед,сред|тот=APRO=им,ед,сред}, что{что=CONJ=|что=SPRO,ед,сред,неод=вин|что=SPRO,ед,сред,неод=им|что=ADVPRO=}	овцу{овца=S,жен,од=вин,ед} съел{съедать=V=прош,ед,изъяв,муж,сов}
Кто{кто=SPRO,ед,муж,од=им} в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} лес{лес=S,муж,неод=вин,ед|лес=S,муж,неод=им,ед|леса=S,жен,неод=род,мн}, кто{кто=SPRO,ед,муж,од=им}	по{по=PR=} дрова{дрова=S,мн,неод=вин|дрова=S,мн,неод=им}
Не{не=PART=} душой{душа=S,жен,неод=твор,ед} худ{худой=A=ед,кр,муж|худо=S,сред,неод=род,мн}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	просто{просто=PART=|просто=ADV=|простой=A=ед,кр,сред|просто=ADV,прдк=} плут{плут=S,муж,од=им,ед}
Не{не=PART=} всё{весь=APRO=им,мн|весь=APRO=вин,ед,сред|весь=APRO=им,ед,сред|весь=APRO=вин,мн,неод|все=ADV=|все=SPRO,мн=вин|все=SPRO,мн=им|все=PART=|все=SPRO,ед,сред,неод=вин|все=SPRO,ед,сред,неод=им} то{то=SPRO,ед,сред,неод=вин|то=SPRO,ед,сред,неод=им|то=CONJ=|то=PART=|тот=APRO=вин,ед,сред|тот=APRO=им,ед,сред} золото{золото=S,ед,сред,неод=вин|золото=S,ед,сред,неод=им}, что{что=CONJ=|что=SPRO,ед,сред,неод=вин|что=SPRO,ед,сред,неод=им|что=ADVPRO=}	блестит{блестеть=V,несов,нп=непрош,ед,изъяв,3-л}
Конь{конь=S,муж,од=им,ед} о{о=PR=|о=INTJ=|о=S,сокр=пр,мн|о=S,сокр=пр,ед|о=S,сокр=вин,мн|о=S,сокр=вин,ед|о=S,сокр=дат,мн|о=S,сокр=дат,ед|о=S,сокр=род,мн|о=S,сокр=род,ед|о=S,сокр=твор,мн|о=S,сокр=твор,ед|о=S,сокр=им,мн|о=S,сокр=им,ед} четырёх{четыре=NUM=пр|четыре=NUM=род|четыре=NUM=вин,од} ногах{нога=S,жен,неод=пр,мн}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	спотыкается{спотыкаться=V,нп=непрош,ед,изъяв,3-л,несов}
Наше{наш=APRO=вин,ед,сред|наш=APRO=им,ед,сред} дело{дело=S,сред,неод=вин,ед|дело=S,сред,неод=им,ед|девать=V=прош,ед,изъяв,сред,сов} телячье{телячий=A,полн=вин,ед,сред|телячий=A,полн=им,ед,сред} —	поел{поесть=V,сов,пе=прош,ед,изъяв,муж} да{да=CONJ=|да=PART=|да=ADV,прдк=} в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} закут{закут=S,муж,неод=вин,ед|закут=S,муж,неод=им,ед|закута=S,жен,неод=род,мн}
Наш{наш=APRO=вин,ед,муж,неод|наш=APRO=им,ед,муж} пострел{пострел=S,муж,од=им,ед}	везде{везде=ADV=} поспел{поспевать=V,нп=прош,ед,изъяв,муж,сов}
На{на=PR=|на=PART=} чужой{чужой=A,полн=пр,ед,жен|чужой=A,полн=дат,ед,жен|чужой=A,полн=род,ед,жен|чужой=A,полн=твор,ед,жен|чужой=A,полн=вин,ед,муж,неод|чужой=A,полн=им,ед,муж|чужой=S,муж,од=им,ед|чужая=S,жен,од=пр,ед|чужая=S,жен,од=дат,ед|чужая=S,жен,од=род,ед|чужая=S,жен,од=твор,ед} медок{медок=S,муж,неод=вин,ед|медок=S,муж,неод=им,ед} —	не{не=PART=} разевай{разевать=V,пе=ед,пов,2-л,несов} роток{роток=S,муж,неод=вин,ед|роток=S,муж,неод=им,ед}
На{на=PR=|на=PART=} золоте{золото=S,ед,сред,неод=пр} стоим{стоять=V,несов,нп=непрош,мн,изъяв,1-л|стоить=V,несов=непрош,мн,изъяв,1-л}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	нагнуться{нагибаться=V,нп=инф,сов} ленимся{лениться=V,несов,нп=непрош,мн,изъяв,1-л}
На{на=PR=|на=PART=} других{другой=APRO=пр,мн|другой=APRO=род,мн|другой=APRO=вин,мн,од|другой=S,муж,од=пр,мн|другой=S,муж,од=вин,мн|другой=S,муж,од=род,мн} умён{умный=A=ед,кр,муж},	на{на=PR=|на=PART=} себя{себя=SPRO=вин|себя=SPRO=род} глуп{глупый=A=ед,кр,муж}
На{на=PR=|на=PART=} всех{весь=APRO=пр,мн|весь=APRO=род,мн|весь=APRO=вин,мн,од|все=SPRO,мн=пр|все=SPRO,мн=вин|все=SPRO,мн=род} угождать{угождать=V,нп=инф,несов} —	самому{сам=APRO=дат,ед,муж|сам=APRO=дат,ед,сред|самый=APRO=дат,ед,муж|самый=APRO=дат,ед,сред} в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} дураках{дурак=S,муж,од=пр,мн} сидеть{сидеть=V,несов,нп=инф}
Как{как=CONJ=|как=ADVPRO=|как=PART=} потопаешь{потопать=V,сов,нп=непрош,ед,изъяв,2-л|потопать=V,несов,нп=непрош,ед,изъяв,2-л|потопать=V=непрош,ед,изъяв,2-л,несов},	так{так=ADVPRO=|так=PART=|так=CONJ=} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=} полопаешь{полопать=V,сов,пе=непрош,ед,изъяв,2-л}
Много{много=ADV,прдк=|много=COM=|многий=APRO=ед,кр,сред|много=ADV=} нам{мы=SPRO,мн,1-л=дат} бед{беда=S,жен,неод=род,мн} делали{делать=V,несов,пе=прош,мн,изъяв} —	хан{хан=S,муж,од=им,ед|хан=S,имя,муж,од=им,ед|хана=S,имя,жен,од=вин,мн|хана=S,имя,жен,од=род,мн} крымский{крымский=A=вин,ед,полн,муж,неод|крымский=A=им,ед,полн,муж} да{да=CONJ=|да=PART=|да=ADV,прдк=} папа{папа=S,муж,од=им,ед|пап=S,муж,неод=род,ед} римский{римский=S,фам,муж,од=им,ед|римский=A=вин,ед,полн,муж,неод|римский=A=им,ед,полн,муж}
Как{как=CONJ=|как=ADVPRO=|как=PART=} аукнется{аукнуться=V,сов,нп=непрош,ед,изъяв,3-л}, так{так=ADVPRO=|так=PART=|так=CONJ=} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=}	откликнется{откликаться=V,нп=непрош,ед,изъяв,3-л,сов}
Много{много=ADV,прдк=|много=COM=|многий=APRO=ед,кр,сред|много=ADV=} выбирать{выбирать=V=инф,несов,пе} —	женатым{женатый=A=дат,мн,полн|женатый=A=твор,ед,полн,муж|женатый=A=твор,ед,полн,сред} не{не=PART=} бывать{бывать=V,несов,нп=инф}
К{к=PR=|к=S,сокр=пр,мн|к=S,сокр=пр,ед|к=S,сокр=вин,мн|к=S,сокр=вин,ед|к=S,сокр=дат,мн|к=S,сокр=дат,ед|к=S,сокр=род,мн|к=S,сокр=род,ед|к=S,сокр=твор,мн|к=S,сокр=твор,ед|к=S,сокр=им,мн|к=S,сокр=им,ед} чему{что=SPRO,ед,сред,неод=дат} душа{душа=S,жен,неод=им,ед|душ=S,муж,неод=род,ед|душить=V,несов,пе=непрош,деепр} лежит{лежать=V,несов,нп=непрош,ед,изъяв,3-л}, к{к=PR=|к=S,сокр=пр,мн|к=S,сокр=пр,ед|к=S,сокр=вин,мн|к=S,сокр=вин,ед|к=S,сокр=дат,мн|к=S,сокр=дат,ед|к=S,сокр=род,мн|к=S,сокр=род,ед|к=S,сокр=твор,мн|к=S,сокр=твор,ед|к=S,сокр=им,мн|к=S,сокр=им,ед} тому{то=SPRO,ед,сред,неод=дат|тот=APRO=дат,ед,муж|тот=APRO=дат,ед,сред|тома=S,имя,жен,од=вин,ед|том=S,муж,неод=дат,ед|том=S,имя,муж,од=дат,ед}	и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=} руки{рука=S,жен,неод=вин,мн|рука=S,жен,неод=род,ед|рука=S,жен,неод=им,мн} приложатся{прикладываться=V,нп=непрош,мн,изъяв,3-л,сов}
Милые{милый=A=вин,мн,полн,неод|милый=A=им,мн,полн|милый=S,муж,од=им,мн|милая=S,жен,од=им,мн} бранятся{браниться=V,несов,нп=непрош,мн,изъяв,3-л} —	только{только=PART=|только=CONJ=|только=ADV=} тешатся{тешиться=V,несов,нп=непрош,мн,изъяв,3-л|тешиться=V,несов,нп=непрош,мн,изъяв,3-л}
Из{из=PR=|иза=S,имя,жен,од=вин,мн|иза=S,имя,жен,од=род,мн} грязи{грязь=S,жен,неод=пр,ед|грязь=S,жен,неод=вин,мн|грязь=S,жен,неод=дат,ед|грязь=S,жен,неод=род,ед|грязь=S,жен,неод=им,мн|грязи=S,мн,неод=вин|грязи=S,мн,неод=им} да{да=CONJ=|да=PART=|да=ADV,прдк=}	в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} князи{князь=S,муж,од=им,мн}
Люди{человек=S,муж,од=им,мн} пахать{пахать=V,несов,пе=инф}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	мы{мы=SPRO,мн,1-л=им} руками{рука=S,жен,неод=твор,мн} махать{махать=V,несов,нп=инф}
И{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=} швец{швец=S,фам,муж,од=им,ед|швец=S,муж,од=им,ед|швец=S,фам,жен,од=пр,мн|швец=S,фам,жен,од=пр,ед|швец=S,фам,жен,од=вин,мн|швец=S,фам,жен,од=вин,ед|швец=S,фам,жен,од=дат,мн|швец=S,фам,жен,од=дат,ед|швец=S,фам,жен,од=род,мн|швец=S,фам,жен,од=род,ед|швец=S,фам,жен,од=твор,мн|швец=S,фам,жен,од=твор,ед|швец=S,фам,жен,од=им,мн|швец=S,фам,жен,од=им,ед}, и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=} жнец{жнец=S,муж,од=им,ед}, и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=}	на{на=PR=|на=PART=} дуде{дуда=S,жен,неод=пр,ед|дуда=S,жен,неод=дат,ед} игрец{игрец=S,муж,од=им,ед}
Любишь{любить=V,несов,пе=непрош,ед,изъяв,2-л} гостить{гостить=V,несов,нп=инф} — люби{любить=V,несов,пе=ед,пов,2-л} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=}	 к{к=PR=|к=S,сокр=пр,мн|к=S,сокр=пр,ед|к=S,сокр=вин,мн|к=S,сокр=вин,ед|к=S,сокр=дат,мн|к=S,сокр=дат,ед|к=S,сокр=род,мн|к=S,сокр=род,ед|к=S,сокр=твор,мн|к=S,сокр=твор,ед|к=S,сокр=им,мн|к=S,сокр=им,ед} себе{себя=SPRO=пр|себя=SPRO=дат|себе=PART=|себ=S,имя,муж,од=пр,ед} звать{звать=V,несов,пе=инф}
Знать{знать=V,несов,пе=инф|знать=ADV,вводн=|знать=S,жен,неод=вин,ед|знать=S,жен,неод=им,ед} не{не=PART=} знаю{знать=V,несов,пе=непрош,ед,изъяв,1-л},	ведать{ведать=V,несов,пе=инф} не{не=PART=} ведаю{ведать=V,несов,пе=непрош,ед,изъяв,1-л}
Кот{кот=S,муж,од=им,ед} из{из=PR=|иза=S,имя,жен,од=вин,мн|иза=S,имя,жен,од=род,мн} дому{дом=S,муж,неод=дат,ед|дом=S,муж,неод=парт,ед|дом=S,муж,неод=местн,ед},	мыши{мышь=S,жен,од=пр,ед|мышь=S,жен,од=дат,ед|мышь=S,жен,од=род,ед|мышь=S,жен,од=им,мн} в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} пляс{пляс=S,муж,неод=вин,ед|пляс=S,муж,неод=им,ед}
Незваный{незваный=A=вин,ед,полн,муж,неод|незваный=A=им,ед,полн,муж} гость{гость=S,муж,од=им,ед} —	хуже{плохой=A=срав|плохо=ADV=срав|худой=A=срав|худо=ADV=срав} татарина{татарин=S,муж,од=вин,ед|татарин=S,муж,од=род,ед}
Коготок{коготок=S,муж,неод=вин,ед|коготок=S,муж,неод=им,ед} увяз{увязать=V,нп=прош,ед,изъяв,муж,сов|увязнуть=V,сов=прош,ед,изъяв,муж} —	всей{весь=APRO=пр,ед,жен|весь=APRO=дат,ед,жен|весь=APRO=род,ед,жен|весь=APRO=твор,ед,жен|всевать=V,пе=ед,пов,2-л,сов} птичке{птичка=S,жен,од=пр,ед|птичка=S,жен,од=дат,ед|птичка=S,жен,неод=пр,ед|птичка=S,жен,неод=дат,ед} пропасть{пропасть=S,жен,неод=вин,ед|пропасть=S,жен,неод=им,ед|пропадать=V,нп=инф,сов}
Запасливый{запасливый=A=вин,ед,полн,муж,неод|запасливый=A=им,ед,полн,муж} лучше{хорошо=ADV=срав,вводн|хороший=A=срав}	богатого{богатый=A=вин,ед,полн,муж,од|богатый=A=род,ед,полн,муж|богатый=A=род,ед,полн,сред|богатый=S,муж,од=вин,ед|богатый=S,муж,од=род,ед}
Каков{каков=APRO,кр=ед,муж} вопрос{вопрос=S,муж,неод=вин,ед|вопрос=S,муж,неод=им,ед}, таков{таков=APRO,кр=ед,муж} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=}	ответ{ответ=S,муж,неод=вин,ед|ответ=S,муж,неод=им,ед}
Где{где=ADVPRO=} боком{бок=S,муж,неод=твор,ед|боком=ADV=}, где{где=ADVPRO=}	скоком{скок=S,муж,неод=твор,ед}
